config_hash,model,task,step,reasoning_steps,split,difficulty,n_seeds,provisional,dev,diverged_k,exact_match_mean,exact_match_std,exact_match_min,exact_match_max,exact_match_values,exact_match_ci95_lo,exact_match_ci95_hi,exact_match_mean_incl_failed,token_acc_mean,params
5474de1f354e,bdh,propagate,2500,1,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",5,False,False,0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.807684616815901,10010880
5474de1f354e,bdh,propagate,2500,1,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",5,False,False,0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.8009509387317004,10010880
5474de1f354e,bdh,propagate,2500,1,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",5,False,False,0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.8014514380210154,10010880
5474de1f354e,bdh,propagate,5000,1,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",5,False,False,0,0.003592814371257485,0.0029335206500397345,0.0,0.008982035928143712,"[0.0, 0.0029940119760479044, 0.0029940119760479044, 0.008982035928143712, 0.0029940119760479044]",0.0011976047904191617,0.00658682634730539,0.003592814371257485,0.8005488930214308,10010880
5474de1f354e,bdh,propagate,5000,1,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",5,False,False,0,0.006606606606606608,0.007922466041004756,0.0,0.021021021021021023,"[0.009009009009009009, 0.003003003003003003, 0.021021021021021023, 0.0, 0.0]",0.0006006006006006006,0.014414414414414415,0.006606606606606608,0.8061561476092439,10010880
5474de1f354e,bdh,propagate,5000,1,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",5,False,False,0,0.0042042042042042035,0.0014711650106805875,0.003003003003003003,0.006006006006006006,"[0.003003003003003003, 0.003003003003003003, 0.003003003003003003, 0.006006006006006006, 0.006006006006006006]",0.003003003003003003,0.005405405405405406,0.0042042042042042035,0.7976976892790637,10010880
5474de1f354e,bdh,propagate,7500,1,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",5,False,False,0,0.47604790419161674,0.23959579669152764,0.0718562874251497,0.7784431137724551,"[0.0718562874251497, 0.5329341317365269, 0.38023952095808383, 0.6167664670658682, 0.7784431137724551]",0.27264970059880234,0.6664670658682634,0.47604790419161674,0.9328842344755184,10010880
5474de1f354e,bdh,propagate,7500,1,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",5,False,False,0,0.412012012012012,0.2096380028439036,0.07807807807807808,0.7027027027027027,"[0.07807807807807808, 0.5015015015015015, 0.3033033033033033, 0.4744744744744745, 0.7027027027027027]",0.23663663663663664,0.5825825825825826,0.412012012012012,0.92792793293973,10010880
5474de1f354e,bdh,propagate,7500,1,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",5,False,False,0,0.5159159159159159,0.24817526131687478,0.07507507507507508,0.8108108108108109,"[0.07507507507507508, 0.6186186186186187, 0.45045045045045046, 0.6246246246246246, 0.8108108108108109]",0.29486486486486485,0.7003003003003003,0.5159159159159159,0.9370870900583699,10010880
5474de1f354e,bdh,propagate,10000,1,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",5,False,False,0,0.9784431137724552,0.008552608896458506,0.9670658682634731,0.9910179640718563,"[0.9730538922155688, 0.9670658682634731, 0.9910179640718563, 0.9760479041916168, 0.9850299401197605]",0.9712574850299402,0.9862275449101796,0.9784431137724552,0.9982035932426682,10010880
5474de1f354e,bdh,propagate,10000,1,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",5,False,False,0,0.9687687687687688,0.008826990064083542,0.9579579579579579,0.984984984984985,"[0.9579579579579579, 0.9669669669669669, 0.9669669669669669, 0.984984984984985, 0.9669669669669669]",0.9615615615615616,0.9777777777777779,0.9687687687687688,0.9972972978700746,10010880
