flag,config_hash,model,task,detail
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=1.31 (std=0.017, mean=0.013)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.82 (std=0.002, mean=0.002)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.88 (std=0.005, mean=0.005)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=1.41 (std=0.002, mean=0.001)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=1.02 (std=0.003, mean=0.003)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=1.41 (std=0.004, mean=0.003)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=1.41 (std=0.001, mean=0.001)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.75 (std=0.002, mean=0.003)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.40 (std=0.002, mean=0.005)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.73 (std=0.003, mean=0.005)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.47 (std=0.003, mean=0.006)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.62 (std=0.004, mean=0.007)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.83 (std=0.030, mean=0.036)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.44 (std=0.073, mean=0.164)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.62 (std=0.033, mean=0.053)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.38 (std=0.049, mean=0.129)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.66 (std=0.014, mean=0.021)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.38 (std=0.030, mean=0.078)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.94 (std=0.002, mean=0.003)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.53 (std=0.028, mean=0.053)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=1.41 (std=0.003, mean=0.002)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.85 (std=0.040, mean=0.047)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.47 (std=0.014, mean=0.030)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.50 (std=0.023, mean=0.046)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.71 (std=0.044, mean=0.062)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.39 (std=0.015, mean=0.039)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.42 (std=0.019, mean=0.045)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.45 (std=0.025, mean=0.057)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.63 (std=0.040, mean=0.064)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.59 (std=0.041, mean=0.071)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.75 (std=0.043, mean=0.058)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.82 (std=0.047, mean=0.057)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.47 (std=0.035, mean=0.076)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.72 (std=0.019, mean=0.027)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.61 (std=0.048, mean=0.079)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.48 (std=0.009, mean=0.019)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.73 (std=0.055, mean=0.075)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.32 (std=0.004, mean=0.013)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.97 (std=0.012, mean=0.013)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.85 (std=0.023, mean=0.027)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.71 (std=0.009, mean=0.013)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.71 (std=0.004, mean=0.005)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.51 (std=0.037, mean=0.072)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=1.08 (std=0.004, mean=0.004)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.47 (std=0.025, mean=0.054)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.94 (std=0.044, mean=0.047)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.59 (std=0.047, mean=0.080)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.43 (std=0.038, mean=0.089)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.49 (std=0.057, mean=0.116)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.46 (std=0.055, mean=0.121)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.43 (std=0.059, mean=0.137)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.63 (std=0.066, mean=0.105)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.62 (std=0.068, mean=0.110)"
HIGH VAR,2d1c70257fcb,looped_transformer,propagate,"cv=0.50 (std=0.019, mean=0.038)"
AT_CHANCE,0c3b3e327762,looped_transformer,compose,final train loss 8.329 is within 3% of ln(vocab)=8.326: the run learned nothing
AT_CHANCE,0c3b3e327762,looped_transformer,compose,final train loss 8.332 is within 3% of ln(vocab)=8.326: the run learned nothing
AT_CHANCE,0c3b3e327762,looped_transformer,compose,final train loss 8.281 is within 3% of ln(vocab)=8.326: the run learned nothing
AT_CHANCE,aa765b714f0a,bdh_cq,compose,final train loss 8.147 is within 3% of ln(vocab)=8.326: the run learned nothing
