model,arm,config_hash,recurrence_kind,task,split,difficulty,reasoning_steps,step,n_seeds,cos_last,cos_last_vs_seed,cos_min_after_first,token_acc,exact_match
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",2,40000,3,0.5953535040219625,0.0,0.5953535040219625,0.07733333333333332,0.07733333333333332
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",4,2500,3,0.7871188024679819,0.0,0.7871188024679819,0.0,0.0
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",4,5000,3,0.7834077576796213,0.0,0.7834077576796213,0.012666666666666666,0.012666666666666666
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",4,7500,3,0.8323644250631332,0.0,0.8323644250631332,0.037333333333333336,0.037333333333333336
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",4,10000,3,0.7857410113016764,0.0,0.7857410113016764,0.04933333333333334,0.04933333333333334
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",4,12500,3,0.7193679884076118,0.0,0.7193679884076118,0.05933333333333333,0.05933333333333333
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",4,15000,3,0.6201201826334,0.0,0.6201201826334,0.06466666666666666,0.06466666666666666
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",4,17500,3,0.5991395190358162,0.0,0.5991395190358162,0.07266666666666667,0.07266666666666667
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",4,20000,3,0.5983910659948984,0.0,0.5983910659948984,0.074,0.074
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",4,22500,3,0.6039806753396988,0.0,0.6039806753396988,0.07733333333333332,0.07733333333333332
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",4,25000,3,0.6096842090288798,0.0,0.6096842090288798,0.07733333333333332,0.07733333333333332
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",4,27500,3,0.6069991514086723,0.0,0.6069991514086723,0.07133333333333333,0.07133333333333333
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",4,30000,3,0.6032663658261299,0.0,0.6032663658261299,0.07933333333333333,0.07933333333333333
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",4,32500,3,0.6008579035600027,0.0,0.6008579035600027,0.07733333333333334,0.07733333333333334
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",4,35000,3,0.5971711203455925,0.0,0.5971711203455925,0.074,0.074
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",4,37500,3,0.5962710926930109,0.0,0.5962710926930109,0.07866666666666666,0.07866666666666666
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",4,40000,3,0.5953535040219625,0.0,0.5953535040219625,0.07733333333333332,0.07733333333333332
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",8,40000,3,0.5963089236368736,0.0,0.5963089236368736,0.07733333333333332,0.07733333333333332
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",16,2500,3,0.7871188024679819,0.0,0.7871188024679819,0.0,0.0
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",16,5000,3,0.7834077576796213,0.0,0.7834077576796213,0.012666666666666666,0.012666666666666666
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",16,7500,3,0.8323644250631332,0.0,0.8323644250631332,0.037333333333333336,0.037333333333333336
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",16,10000,3,0.7857410113016764,0.0,0.7857410113016764,0.04933333333333334,0.04933333333333334
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",16,12500,3,0.7193679884076118,0.0,0.7193679884076118,0.05933333333333333,0.05933333333333333
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",16,15000,3,0.6201201826334,0.0,0.6201201826334,0.06466666666666666,0.06466666666666666
