flag,config_hash,model,task,detail
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.63 (std=0.148, mean=0.236)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.04 (std=0.019, mean=0.019)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.64 (std=0.169, mean=0.264)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.20 (std=0.023, mean=0.019)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.49 (std=0.146, mean=0.295)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.26 (std=0.112, mean=0.089)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.49 (std=0.157, mean=0.323)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.23 (std=0.066, mean=0.053)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.32 (std=0.081, mean=0.255)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.08 (std=0.058, mean=0.053)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.56 (std=0.158, mean=0.280)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.16 (std=0.070, mean=0.060)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.62 (std=0.174, mean=0.279)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.32 (std=0.097, mean=0.073)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.48 (std=0.151, mean=0.313)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.13 (std=0.090, mean=0.079)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.46 (std=0.120, mean=0.261)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.18 (std=0.076, mean=0.065)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.48 (std=0.122, mean=0.257)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.19 (std=0.074, mean=0.062)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.44 (std=0.249, mean=0.570)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.76 (std=0.008, mean=0.011)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.94 (std=0.002, mean=0.003)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.18 (std=0.065, mean=0.055)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.41 (std=0.002, mean=0.001)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.63 (std=0.013, mean=0.021)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.68 (std=0.017, mean=0.025)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.25 (std=0.021, mean=0.017)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.13 (std=0.023, mean=0.020)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.88 (std=0.004, mean=0.005)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.78 (std=0.007, mean=0.009)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.19 (std=0.065, mean=0.055)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.95 (std=0.020, mean=0.021)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.90 (std=0.095, mean=0.106)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.26 (std=0.033, mean=0.027)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.14 (std=0.099, mean=0.087)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.19 (std=0.022, mean=0.019)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.95 (std=0.122, mean=0.129)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.92 (std=0.165, mean=0.180)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.06 (std=0.028, mean=0.027)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.95 (std=0.197, mean=0.206)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.12 (std=0.016, mean=0.014)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.88 (std=0.168, mean=0.191)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.23 (std=0.036, mean=0.029)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.90 (std=0.175, mean=0.194)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.99 (std=0.021, mean=0.021)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=0.89 (std=0.175, mean=0.197)"
HIGH VAR,c45b3d86175e,bdh_cq,propagate,"cv=1.03 (std=0.018, mean=0.017)"
PROVISIONAL,96c4d04057a6,looped_transformer,propagate,n_seeds=3 < 5
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.48 (std=0.108, mean=0.224)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.43 (std=0.094, mean=0.217)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.65 (std=0.213, mean=0.330)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.49 (std=0.145, mean=0.295)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.50 (std=0.141, mean=0.282)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.57 (std=0.220, mean=0.386)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.63 (std=0.241, mean=0.381)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.68 (std=0.276, mean=0.403)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.63 (std=0.263, mean=0.419)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.64 (std=0.232, mean=0.364)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.68 (std=0.292, mean=0.431)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.62 (std=0.283, mean=0.458)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.66 (std=0.296, mean=0.450)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.71 (std=0.326, mean=0.457)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.65 (std=0.303, mean=0.464)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.92 (std=0.366, mean=0.400)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.85 (std=0.365, mean=0.429)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.63 (std=0.320, mean=0.509)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.84 (std=0.351, mean=0.419)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.86 (std=0.366, mean=0.427)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.58 (std=0.332, mean=0.571)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.73 (std=0.355, mean=0.483)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.71 (std=0.346, mean=0.489)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.60 (std=0.363, mean=0.603)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.72 (std=0.354, mean=0.491)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.73 (std=0.369, mean=0.504)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.58 (std=0.361, mean=0.623)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.36 (std=0.282, mean=0.790)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.34 (std=0.268, mean=0.794)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.33 (std=0.265, mean=0.808)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.31 (std=0.253, mean=0.814)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.34 (std=0.178, mean=0.518)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.46 (std=0.232, mean=0.506)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.38 (std=0.181, mean=0.483)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.97 (std=0.202, mean=0.209)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.98 (std=0.210, mean=0.213)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.88 (std=0.173, mean=0.196)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.80 (std=0.197, mean=0.247)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.85 (std=0.217, mean=0.257)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.72 (std=0.191, mean=0.266)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.81 (std=0.235, mean=0.290)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.90 (std=0.290, mean=0.323)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.78 (std=0.273, mean=0.352)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.71 (std=0.239, mean=0.335)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.72 (std=0.245, mean=0.338)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.71 (std=0.251, mean=0.354)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.72 (std=0.309, mean=0.427)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.73 (std=0.315, mean=0.432)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.74 (std=0.294, mean=0.399)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.72 (std=0.320, mean=0.444)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.74 (std=0.331, mean=0.444)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.76 (std=0.304, mean=0.400)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.71 (std=0.314, mean=0.440)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.73 (std=0.326, mean=0.444)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.74 (std=0.302, mean=0.410)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.71 (std=0.352, mean=0.494)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.71 (std=0.357, mean=0.499)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.71 (std=0.359, mean=0.504)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.72 (std=0.337, mean=0.471)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.73 (std=0.356, mean=0.488)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.72 (std=0.343, mean=0.477)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.78 (std=0.363, mean=0.463)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.78 (std=0.363, mean=0.465)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.73 (std=0.342, mean=0.467)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.85 (std=0.356, mean=0.420)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.89 (std=0.372, mean=0.418)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.87 (std=0.342, mean=0.390)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.87 (std=0.360, mean=0.414)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.89 (std=0.374, mean=0.422)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.86 (std=0.342, mean=0.399)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.90 (std=0.368, mean=0.408)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.95 (std=0.377, mean=0.398)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.92 (std=0.350, mean=0.379)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.92 (std=0.372, mean=0.406)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.97 (std=0.379, mean=0.389)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.00 (std=0.358, mean=0.357)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.89 (std=0.369, mean=0.414)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.95 (std=0.378, mean=0.398)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.98 (std=0.355, mean=0.362)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.89 (std=0.369, mean=0.413)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.99 (std=0.354, mean=0.358)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.33 (std=0.246, mean=0.185)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.37 (std=0.266, mean=0.194)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.34 (std=0.222, mean=0.166)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.69 (std=0.051, mean=0.074)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.46 (std=0.033, mean=0.071)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.64 (std=0.081, mean=0.126)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.63 (std=0.080, mean=0.128)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.71 (std=0.116, mean=0.162)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.68 (std=0.088, mean=0.129)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.68 (std=0.071, mean=0.104)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.88 (std=0.148, mean=0.168)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.72 (std=0.106, mean=0.147)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.19 (std=0.052, mean=0.043)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.34 (std=0.074, mean=0.055)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.03 (std=0.056, mean=0.055)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.39 (std=0.071, mean=0.051)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.12 (std=0.063, mean=0.056)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.41 (std=0.090, mean=0.063)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.12 (std=0.054, mean=0.048)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.41 (std=0.094, mean=0.067)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.34 (std=0.448, mean=0.334)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.41 (std=0.443, mean=0.314)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.35 (std=0.457, mean=0.339)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.41 (std=0.436, mean=0.308)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.36 (std=0.460, mean=0.338)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.41 (std=0.457, mean=0.323)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.36 (std=0.458, mean=0.337)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.41 (std=0.451, mean=0.319)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.37 (std=0.461, mean=0.336)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.38 (std=0.463, mean=0.336)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.38 (std=0.463, mean=0.335)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.41 (std=0.455, mean=0.322)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.97 (std=0.415, mean=0.429)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.41 (std=0.462, mean=0.327)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.64 (std=0.103, mean=0.161)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.73 (std=0.103, mean=0.142)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.43 (std=0.239, mean=0.562)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.81 (std=0.330, mean=0.405)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.83 (std=0.367, mean=0.443)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.14 (std=0.420, mean=0.370)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.40 (std=0.251, mean=0.630)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.75 (std=0.348, mean=0.466)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.66 (std=0.336, mean=0.510)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.10 (std=0.420, mean=0.381)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.68 (std=0.348, mean=0.513)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.11 (std=0.416, mean=0.376)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.60 (std=0.321, mean=0.536)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.07 (std=0.416, mean=0.389)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.65 (std=0.348, mean=0.532)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.09 (std=0.423, mean=0.387)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.66 (std=0.345, mean=0.521)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.18 (std=0.440, mean=0.373)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.68 (std=0.346, mean=0.510)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.29 (std=0.454, mean=0.353)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.61 (std=0.329, mean=0.538)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.21 (std=0.442, mean=0.367)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.61 (std=0.332, mean=0.546)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.31 (std=0.458, mean=0.351)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.64 (std=0.337, mean=0.530)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.32 (std=0.457, mean=0.347)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.65 (std=0.341, mean=0.524)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.34 (std=0.461, mean=0.343)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.66 (std=0.343, mean=0.519)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.36 (std=0.463, mean=0.339)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.65 (std=0.340, mean=0.522)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.36 (std=0.462, mean=0.339)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.67 (std=0.187, mean=0.279)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.10 (std=0.064, mean=0.058)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.07 (std=0.062, mean=0.057)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.68 (std=0.129, mean=0.189)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.63 (std=0.105, mean=0.166)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.73 (std=0.135, mean=0.186)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.76 (std=0.118, mean=0.155)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.72 (std=0.125, mean=0.173)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.80 (std=0.105, mean=0.131)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.71 (std=0.124, mean=0.175)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.77 (std=0.063, mean=0.083)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.89 (std=0.151, mean=0.170)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.98 (std=0.099, mean=0.101)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.72 (std=0.142, mean=0.196)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.75 (std=0.207, mean=0.277)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.74 (std=0.179, mean=0.242)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.75 (std=0.189, mean=0.252)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.71 (std=0.165, mean=0.233)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.72 (std=0.173, mean=0.241)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.75 (std=0.151, mean=0.201)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.99 (std=0.193, mean=0.195)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.81 (std=0.092, mean=0.114)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.97 (std=0.204, mean=0.209)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.85 (std=0.116, mean=0.137)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.03 (std=0.214, mean=0.208)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.77 (std=0.076, mean=0.099)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.03 (std=0.196, mean=0.190)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.74 (std=0.074, mean=0.099)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.05 (std=0.200, mean=0.191)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.75 (std=0.069, mean=0.091)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=1.04 (std=0.198, mean=0.189)"
HIGH VAR,96c4d04057a6,looped_transformer,propagate,"cv=0.73 (std=0.064, mean=0.087)"
